บท,คำถาม,ตัวเลือก ก,ข,ค,ง,เฉลย(1-4),คำอธิบาย
c6b14,ชั้นโอโซนในบรรยากาศชั้นสตราโทสเฟียร์มีประโยชน์อย่างไร?,ดูดกลืนรังสีอัลตราไวโอเลตจากดวงอาทิตย์,ทำให้โลกร้อนขึ้น,ผลิตออกซิเจนให้หายใจ,ทำให้เกิดฝน,1,ชั้นโอโซนดูดกลืนรังสีอัลตราไวโอเลตที่เป็นอันตราย ปกป้องสิ่งมีชีวิตบนโลก
c6b14,มลพิษทางดินจากโลหะหนัก เช่น แคดเมียม ส่งผลอย่างไร?,ทำให้ดินอุดมสมบูรณ์,เพิ่มผลผลิต,ไม่มีผล,สะสมในพืชและเข้าสู่ห่วงโซ่อาหาร เป็นอันตรายต่อสุขภาพ,4,โลหะหนักในดินถูกพืชดูดซับและสะสม เข้าสู่ห่วงโซ่อาหาร ก่ออันตรายต่อสุขภาพมนุษย์
c6b14,พลังงานทางเลือกชนิดใดได้จากการย่อยสลายสารอินทรีย์โดยจุลินทรีย์ในสภาพไร้ออกซิเจน?,พลังงานแสงอาทิตย์,พลังงานลม,แก๊สชีวภาพ (ไบโอแก๊ส),พลังงานน้ำ,3,แก๊สชีวภาพเกิดจากจุลินทรีย์ย่อยสลายสารอินทรีย์ในสภาพไร้ออกซิเจน ได้มีเทนเป็นองค์ประกอบหลัก
c6b14,ไบโอดีเซลผลิตจากวัตถุดิบใด?,ถ่านหิน,แร่เหล็ก,ก๊าซธรรมชาติ,น้ำมันพืชหรือไขมันสัตว์,4,ไบโอดีเซลผลิตจากน้ำมันพืชหรือไขมันสัตว์ผ่านปฏิกิริยาทรานส์เอสเทอริฟิเคชัน เป็นพลังงานทดแทน
c6b14,การประยุกต์เคมีในทางการแพทย์ตัวอย่างใดถูกต้อง?,การสังเคราะห์ยาและเวชภัณฑ์,การปลูกข้าว,การสร้างถนน,การผลิตเหล็ก,1,เคมีนำมาประยุกต์ในการแพทย์ เช่น การสังเคราะห์ยา วัคซีน และเวชภัณฑ์
c6b14,การใช้เคมีในอุตสาหกรรมอาหารตัวอย่างใดถูกต้อง?,การใช้สารกันเสียและสารปรับปรุงคุณภาพอาหารอย่างปลอดภัย,การเพิ่มสารพิษในอาหาร,การลดคุณค่าทางอาหาร,การทำให้อาหารเน่าเร็ว,1,เคมีใช้ในอุตสาหกรรมอาหาร เช่น สารกันเสีย สารแต่งสีและกลิ่นที่ปลอดภัยตามมาตรฐาน
c6b14,การวิเคราะห์เชิงปริมาณ (quantitative analysis) มีจุดมุ่งหมายเพื่ออะไร?,ระบุชนิดของสารเท่านั้น,หาสีของสาร,หากลิ่นของสาร,หาปริมาณหรือความเข้มข้นของสารในตัวอย่าง,4,การวิเคราะห์เชิงปริมาณมุ่งหาปริมาณหรือความเข้มข้นของสารองค์ประกอบในตัวอย่าง
c6b14,การไทเทรต (titration) เป็นเทคนิคการวิเคราะห์เชิงปริมาณที่ใช้หาสิ่งใด?,สีของสาร,มวลอะตอม,จุดเดือด,ความเข้มข้นของสารละลายโดยอาศัยปฏิกิริยาที่ทราบปริมาณ,4,การไทเทรตหาความเข้มข้นของสารละลายไม่ทราบค่า โดยทำปฏิกิริยากับสารมาตรฐานที่ทราบปริมาณ
c6b14,ปรากฏการณ์ภาวะโลกร้อนเกิดจากกลไกใด?,แก๊สเรือนกระจกกักเก็บความร้อนที่แผ่จากผิวโลกไว้,โอโซนเพิ่มขึ้น,ดวงอาทิตย์ดับ,น้ำทะเลเย็นลง,1,แก๊สเรือนกระจกดูดกลืนและกักเก็บรังสีความร้อนที่แผ่จากผิวโลก ทำให้อุณหภูมิเฉลี่ยของโลกสูงขึ้น
c6b14,การลดการปล่อยคาร์บอนไดออกไซด์สามารถทำได้โดยวิธีใด?,เผาเชื้อเพลิงฟอสซิลมากขึ้น,ตัดไม้ทำลายป่า,เพิ่มการใช้ถ่านหิน,ใช้พลังงานหมุนเวียนและเพิ่มพื้นที่ป่า,4,การใช้พลังงานหมุนเวียนแทนเชื้อเพลิงฟอสซิลและการปลูกป่าช่วยดูดซับและลดคาร์บอนไดออกไซด์
c6b14,แหล่งกำเนิดมลพิษทางอากาศหลักในเมืองใหญ่คือข้อใด?,การหายใจของพืช,การระเหยของน้ำ,แสงแดด,ไอเสียจากยานพาหนะและการเผาไหม้เชื้อเพลิง,4,ไอเสียจากยานพาหนะและการเผาไหม้เชื้อเพลิงเป็นแหล่งหลักของมลพิษทางอากาศในเมือง
c6b14,ฝุ่นละออง PM2.5 เป็นอันตรายต่อสุขภาพเพราะเหตุใด?,มีขนาดเล็กพอที่จะเข้าสู่ถุงลมปอดและกระแสเลือดได้,มีสีดำ,มีกลิ่นแรง,ลอยสูงเกินไป,1,PM2.5 มีขนาดเล็กกว่า 2.5 ไมครอน เข้าลึกถึงถุงลมปอดและกระแสเลือด ก่อโรคระบบทางเดินหายใจและหัวใจ
c6b14,การจัดการของเสียอันตรายในห้องปฏิบัติการที่ถูกต้องคือข้อใด?,เทลงอ่างล้างมือทั้งหมด,เทรวมกันทุกชนิด,ทิ้งในถังขยะทั่วไป,แยกประเภทและทิ้งในภาชนะที่กำหนดเพื่อนำไปบำบัด,4,ของเสียอันตรายต้องแยกประเภทและทิ้งในภาชนะเฉพาะเพื่อนำไปบำบัดอย่างถูกวิธี ไม่เทลงอ่างหรือรวมกัน
c6b14,การประยุกต์เคมีในการเกษตรตัวอย่างใดถูกต้อง?,การพัฒนาปุ๋ยและสารกำจัดศัตรูพืชที่มีประสิทธิภาพและปลอดภัย,การทำลายดิน,การลดผลผลิต,การเพิ่มมลพิษโดยตรง,1,เคมีช่วยพัฒนาปุ๋ย สารปรับปรุงดิน และสารกำจัดศัตรูพืชที่มีประสิทธิภาพและปลอดภัยขึ้น
c6b14,หลักการ ใช้ตัวเร่งปฏิกิริยา ในเคมีสีเขียวต่างจากการใช้สารทำปฏิกิริยาแบบสิ้นเปลืองอย่างไร?,ตัวเร่งปฏิกิริยาถูกใช้หมดไป,ตัวเร่งปฏิกิริยาใช้ในปริมาณน้อยและนำกลับมาใช้ได้ ลดของเสีย,ตัวเร่งปฏิกิริยาเพิ่มของเสีย,ไม่มีความต่าง,2,ตัวเร่งปฏิกิริยาใช้ปริมาณน้อย ไม่สิ้นเปลือง และมักนำกลับมาใช้ได้ จึงลดของเสียได้ดีกว่าสารทำปฏิกิริยาแบบสิ้นเปลือง
c6b14,การเลือกใช้พลังงานลมในการผลิตไฟฟ้ามีข้อดีอย่างไร?,ปล่อยคาร์บอนไดออกไซด์มาก,ใช้เชื้อเพลิงฟอสซิล,เป็นพลังงานสะอาดหมุนเวียนและไม่ปล่อยแก๊สเรือนกระจกขณะผลิต,สร้างฝนกรด,3,พลังงานลมเป็นพลังงานสะอาดหมุนเวียน ไม่ปล่อยแก๊สเรือนกระจกขณะผลิตไฟฟ้า
c6b14,การประเมินความเสี่ยงก่อนทำปฏิกิริยาในห้องปฏิบัติการสอดคล้องกับหลักเคมีสีเขียวข้อใด?,เพิ่มความเสี่ยง,ลดความปลอดภัย,ป้องกันอุบัติเหตุและลดโอกาสเกิดอันตราย,เพิ่มของเสีย,3,หลักเคมีสีเขียวเน้นป้องกันอุบัติเหตุ การประเมินความเสี่ยงล่วงหน้าช่วยลดโอกาสเกิดอันตราย
c6b14,การใช้สารเคมีที่ปริมาณพอดีตามสมการ (stoichiometry) ในกระบวนการผลิตมีผลอย่างไร?,เพิ่มสารตั้งต้นที่เหลือเป็นของเสีย,ลดสารตั้งต้นที่เหลือและของเสีย,ทำให้ปฏิกิริยาไม่เกิด,เพิ่มมลพิษ,2,การใช้สารในสัดส่วนพอดีลดสารตั้งต้นที่เหลือกลายเป็นของเสีย สอดคล้องกับเคมีสีเขียว
c6b14,ปัญหาน้ำกระด้างเกิดจากไอออนชนิดใดในน้ำ?,โซเดียมและโพแทสเซียม,คลอไรด์,ไนเตรต,แคลเซียมและแมกนีเซียม,4,น้ำกระด้างเกิดจากไอออนแคลเซียม (Ca2+) และแมกนีเซียม (Mg2+) ที่ละลายอยู่ในน้ำ
c6b14,แนวทางลดมลพิษทางน้ำจากชุมชนที่ดีที่สุดคือข้อใด?,ปล่อยน้ำเสียลงแม่น้ำโดยตรง,สร้างระบบบำบัดน้ำเสียก่อนปล่อย,ทิ้งขยะลงน้ำ,เพิ่มการใช้สารเคมี,2,การสร้างและใช้ระบบบำบัดน้ำเสียก่อนปล่อยลงแหล่งน้ำเป็นแนวทางที่ดีในการลดมลพิษทางน้ำ
c6b14,การวัดค่าออกซิเจนละลายน้ำ (DO) บอกอะไรเกี่ยวกับคุณภาพน้ำ?,ความเข้มข้นของโลหะ,ปริมาณออกซิเจนที่สิ่งมีชีวิตในน้ำใช้ได้ ถ้าต่ำแสดงว่าน้ำเสีย,สีของน้ำ,อุณหภูมิน้ำ,2,ค่า DO บอกปริมาณออกซิเจนละลายในน้ำ ถ้าต่ำแสดงว่าน้ำมีคุณภาพแย่หรือมีมลพิษอินทรีย์มาก
c6b14,หลักการ ใช้สารตั้งต้นหมุนเวียนได้ ในเคมีสีเขียวสนับสนุนสิ่งใด?,การพึ่งพาปิโตรเลียมมากขึ้น,การใช้ชีวมวลหรือวัตถุดิบที่เกิดทดแทนได้,การใช้แร่ที่ใช้แล้วหมด,การเพิ่มของเสีย,2,หลักนี้สนับสนุนการใช้วัตถุดิบหมุนเวียน เช่น ชีวมวล แทนทรัพยากรที่ใช้แล้วหมดไป
c6b14,การประยุกต์เคมีในการบำบัดน้ำเพื่อการอุปโภคบริโภคใช้กระบวนการใด?,การเติมคลอรีนเพื่อฆ่าเชื้อโรค,การเติมสารพิษ,การเพิ่มความขุ่น,การเพิ่มโลหะหนัก,1,การบำบัดน้ำใช้สารเคมี เช่น คลอรีน เพื่อฆ่าเชื้อโรค และสารตกตะกอนเพื่อทำให้น้ำใส
c6b14,มลพิษทางอากาศชนิด NOx ส่งผลต่อสิ่งแวดล้อมอย่างไร?,ทำให้อากาศบริสุทธิ์,ก่อให้เกิดฝนกรดและหมอกควันโฟโตเคมิคัล,เพิ่มออกซิเจน,ลดความร้อน,2,NOx จากการเผาไหม้ทำให้เกิดฝนกรดและหมอกควันโฟโตเคมิคัลที่เป็นอันตรายต่อสุขภาพ
c6b14,การลดการใช้ตัวทำละลายอินทรีย์ระเหยง่าย (VOCs) มีผลดีอย่างไร?,เพิ่มมลพิษทางอากาศ,ลดมลพิษทางอากาศและอันตรายต่อสุขภาพ,ทำให้ผลิตภัณฑ์ด้อยคุณภาพ,เพิ่มความเป็นพิษ,2,VOCs ระเหยสู่อากาศก่อมลพิษและเป็นอันตราย การลดใช้จึงช่วยลดมลพิษและอันตรายต่อสุขภาพ
c6b14,การจัดการขยะอิเล็กทรอนิกส์ (e-waste) อย่างถูกวิธีมีความสำคัญเพราะเหตุใด?,มีโลหะหนักและสารพิษที่ต้องแยกและรีไซเคิลอย่างปลอดภัย,ไม่มีสารอันตราย,สามารถทิ้งรวมขยะทั่วไปได้,ย่อยสลายเองได้ง่าย,1,ขยะอิเล็กทรอนิกส์มีโลหะหนักและสารพิษ ต้องแยกและรีไซเคิลอย่างถูกวิธีเพื่อป้องกันการปนเปื้อน
c6b14,หลักการ ลดอนุพันธ์ (reduce derivatives) ในเคมีสีเขียวเน้นสิ่งใด?,เพิ่มขั้นตอนการป้องกันหมู่ฟังก์ชัน,ลดขั้นตอนที่ไม่จำเป็น เช่น การป้องกันหมู่ เพื่อลดของเสีย,เพิ่มสารตั้งต้น,เพิ่มของเสีย,2,การลดอนุพันธ์เน้นหลีกเลี่ยงขั้นตอนเพิ่มเติมที่ไม่จำเป็น ซึ่งใช้สารและสร้างของเสียมากขึ้น
c6b14,การประยุกต์เคมีไฟฟ้าในเทคโนโลยีพลังงานสะอาดตัวอย่างใดถูกต้อง?,แบตเตอรี่และเซลล์เชื้อเพลิงสำหรับเก็บและผลิตพลังงาน,การเผาถ่านหิน,การตัดไม้,การปล่อยน้ำเสีย,1,เคมีไฟฟ้านำมาใช้ในแบตเตอรี่และเซลล์เชื้อเพลิงเพื่อเก็บและผลิตพลังงานสะอาด
c6b14,เมื่อต้องเลือกแนวทางแก้ปัญหามลพิษ ควรพิจารณาสิ่งใดเป็นหลักตามกระบวนการทางวิทยาศาสตร์?,ความสะดวกอย่างเดียว,ข้อมูลหลักฐานและความเป็นไปได้ทางวิทยาศาสตร์รวมถึงผลกระทบ,ความคิดเห็นส่วนตัว,ราคาถูกที่สุดเสมอ,2,การแก้ปัญหาควรอาศัยข้อมูลหลักฐานเชิงวิทยาศาสตร์ พิจารณาความเป็นไปได้และผลกระทบรอบด้าน
c6b14,การดักจับและกักเก็บคาร์บอน (Carbon Capture) มีเป้าหมายเพื่ออะไร?,ปล่อยคาร์บอนไดออกไซด์มากขึ้น,ลดปริมาณคาร์บอนไดออกไซด์ที่ปล่อยสู่บรรยากาศ,เพิ่มภาวะโลกร้อน,สร้างฝนกรด,2,การดักจับและกักเก็บคาร์บอนช่วยลดการปล่อยคาร์บอนไดออกไซด์สู่บรรยากาศ บรรเทาภาวะโลกร้อน
c6b14,การวิเคราะห์หาปริมาณสารปนเปื้อนในน้ำด้วยเครื่องมือสเปกโทรโฟโตมิเตอร์อาศัยหลักการใด?,การวัดมวล,การวัดการดูดกลืนแสงของสารที่สัมพันธ์กับความเข้มข้น,การวัดเสียง,การวัดอุณหภูมิ,2,สเปกโทรโฟโตมิเตอร์วัดการดูดกลืนแสงของสาร ซึ่งสัมพันธ์กับความเข้มข้นตามกฎเบียร์-แลมเบิร์ต
c6b14,การออกแบบกระบวนการผลิตให้มีประสิทธิภาพพลังงานสูง สอดคล้องกับหลักเคมีสีเขียวข้อใด?,ใช้พลังงานให้มากที่สุด,ออกแบบให้ใช้พลังงานอย่างมีประสิทธิภาพ เช่น ทำปฏิกิริยาที่อุณหภูมิและความดันปกติ,เพิ่มอุณหภูมิให้สูงสุด,เพิ่มความดันให้สูงสุด,2,เคมีสีเขียวเน้นการใช้พลังงานอย่างมีประสิทธิภาพ เช่น ทำปฏิกิริยาที่อุณหภูมิและความดันใกล้เคียงปกติเพื่อประหยัดพลังงาน
c6b14,การปลูกป่าและเพิ่มพื้นที่สีเขียวช่วยลดภาวะโลกร้อนได้อย่างไร?,ปล่อยคาร์บอนไดออกไซด์,พืชดูดซับคาร์บอนไดออกไซด์ไปใช้ในการสังเคราะห์ด้วยแสง,เพิ่มความร้อน,ทำลายชั้นโอโซน,2,พืชดูดซับคาร์บอนไดออกไซด์ไปใช้ในการสังเคราะห์ด้วยแสง จึงช่วยลดปริมาณแก๊สเรือนกระจกในบรรยากาศ
c6b14,แนวทางใดสอดคล้องกับหลักเคมีสีเขียวในการป้องกันมลพิษมากที่สุด?,บำบัดของเสียหลังเกิดให้มากที่สุด,เพิ่มกำลังการผลิตโดยไม่คำนึงถึงของเสีย,ใช้ตัวทำละลายที่เป็นพิษเพราะราคาถูก,ออกแบบกระบวนการให้เกิดของเสียน้อยที่สุดตั้งแต่ต้นทาง,4,เคมีสีเขียวเน้นการป้องกันการเกิดของเสียตั้งแต่ต้นทาง ซึ่งดีกว่าการบำบัดหรือกำจัดของเสียภายหลัง
c6b14,ค่า BOD (Biochemical Oxygen Demand) ของน้ำบอกอะไร?,ปริมาณออกซิเจนที่จุลินทรีย์ใช้ในการย่อยสลายสารอินทรีย์,ปริมาณโลหะหนัก,ค่าความเป็นกรด,อุณหภูมิน้ำ,1,BOD คือปริมาณออกซิเจนที่จุลินทรีย์ใช้ย่อยสลายสารอินทรีย์ในน้ำ ค่ายิ่งสูงแสดงว่าน้ำมีสารอินทรีย์ปนเปื้อนมากและคุณภาพแย่
c6b14,น้ำที่มีค่า BOD สูงบ่งบอกถึงสิ่งใด?,น้ำสะอาดมาก,น้ำมีสารอินทรีย์ปนเปื้อนมากและคุณภาพต่ำ,น้ำมีออกซิเจนสูง,น้ำเป็นกลางพอดี,2,ค่า BOD สูงแสดงว่ามีสารอินทรีย์มากที่จุลินทรีย์ต้องใช้ออกซิเจนย่อยสลาย น้ำจึงมีคุณภาพต่ำหรือเน่าเสีย
c6b14,ค่า COD (Chemical Oxygen Demand) ต่างจาก BOD อย่างไร?,COD วัดออกซิเจนที่ใช้ย่อยสลายสารทั้งอินทรีย์และอนินทรีย์ด้วยปฏิกิริยาเคมี,COD วัดเฉพาะโลหะ,COD วัดอุณหภูมิ,ทั้งสองเหมือนกันทุกอย่าง,1,COD วัดปริมาณออกซิเจนที่ใช้ออกซิไดส์สารทั้งอินทรีย์และอนินทรีย์ด้วยสารเคมี จึงครอบคลุมกว่าและวัดได้เร็วกว่า BOD
c6b14,ในการบำบัดน้ำเสียด้วยวิธีชีวภาพ ขั้นตอนหลักอาศัยสิ่งใด?,การเติมโลหะหนัก,จุลินทรีย์ย่อยสลายสารอินทรีย์ในน้ำเสีย,การต้มให้เดือด,การแช่แข็ง,2,การบำบัดน้ำเสียทางชีวภาพอาศัยจุลินทรีย์ย่อยสลายสารอินทรีย์ ทำให้ค่า BOD ลดลงก่อนปล่อยน้ำออก
c6b14,สารกันบูดในอาหารทำหน้าที่อะไร?,เพิ่มสีให้อาหาร,ยับยั้งการเจริญของจุลินทรีย์ ทำให้อาหารเก็บได้นานขึ้น,เพิ่มรสหวาน,เพิ่มน้ำหนักอาหาร,2,สารกันบูด เช่น โซเดียมเบนโซเอต ยับยั้งการเจริญของจุลินทรีย์ ทำให้อาหารไม่เน่าเสียและเก็บได้นานขึ้น
c6b14,การใช้วัตถุเจือปนอาหารควรปฏิบัติอย่างไรเพื่อความปลอดภัย?,ใช้ในปริมาณที่กำหนดตามมาตรฐานและชนิดที่อนุญาต,ใช้ให้มากที่สุดเท่าที่ทำได้,ใช้สารใดก็ได้,ไม่ต้องคำนึงถึงปริมาณ,1,วัตถุเจือปนอาหารต้องใช้ชนิดที่อนุญาตและในปริมาณตามมาตรฐานความปลอดภัย เพื่อไม่ให้เป็นอันตรายต่อผู้บริโภค
c6b14,ปุ๋ยเคมีสูตร NPK ตัวอักษร N P K หมายถึงธาตุอาหารหลักใด?,ไนโตรเจน ฟอสฟอรัส โพแทสเซียม,โซเดียม ฟอสฟอรัส แคลเซียม,ไนโตรเจน โพแทสเซียม คาร์บอน,นิกเกิล ฟอสฟอรัส โพแทสเซียม,1,NPK หมายถึงไนโตรเจน (N) ฟอสฟอรัส (P) และโพแทสเซียม (K) ซึ่งเป็นธาตุอาหารหลักที่พืชต้องการ
c6b14,ธาตุอาหารไนโตรเจนในปุ๋ยมีความสำคัญต่อพืชอย่างไร?,ช่วยการเจริญเติบโตของใบและลำต้น (ส่วนสีเขียว),ทำให้พืชเหี่ยว,ลดการสังเคราะห์ด้วยแสง,ทำให้ดินเป็นกรด,1,ไนโตรเจนเป็นองค์ประกอบของคลอโรฟิลล์และโปรตีน ช่วยการเจริญของใบและลำต้น ทำให้พืชเขียวงาม
c6b14,ตัวเลขบนถุงปุ๋ย เช่น 15-15-15 บอกข้อมูลใด?,ราคาปุ๋ย,สัดส่วนร้อยละของไนโตรเจน ฟอสฟอรัส และโพแทสเซียม,น้ำหนักถุง,วันหมดอายุ,2,ตัวเลขบนถุงปุ๋ยบอกสัดส่วนร้อยละโดยมวลของ N-P-K ตามลำดับ เช่น 15-15-15 หมายถึงมีแต่ละธาตุอย่างละ 15 เปอร์เซ็นต์
c6b14,ค่าออกเทน (octane number) ของน้ำมันเชื้อเพลิงบอกถึงสิ่งใด?,ปริมาณกำมะถัน,ความสามารถในการต้านการน็อก (จุดระเบิดก่อนเวลา) ของเชื้อเพลิง,สีของน้ำมัน,ราคาน้ำมัน,2,ค่าออกเทนบอกความสามารถของเชื้อเพลิงในการต้านการน็อก ค่ายิ่งสูงยิ่งทนต่อการจุดระเบิดก่อนเวลาในเครื่องยนต์
c6b14,น้ำมันเบนซินที่มีค่าออกเทนสูงเหมาะกับเครื่องยนต์แบบใด?,เครื่องยนต์ที่มีอัตราส่วนการอัดสูง,เครื่องยนต์ดีเซลเท่านั้น,ไม่เหมาะกับเครื่องยนต์ใด,เครื่องจักรไอน้ำ,1,เครื่องยนต์ที่มีอัตราส่วนการอัดสูงต้องใช้น้ำมันออกเทนสูงเพื่อป้องกันการน็อกจากการจุดระเบิดก่อนเวลา
c6b14,แก๊สโซฮอล์ (gasohol) คือเชื้อเพลิงที่ผสมสิ่งใดลงในน้ำมันเบนซิน?,น้ำเปล่า,เอทานอล,น้ำมันพืช,กำมะถัน,2,แก๊สโซฮอล์คือน้ำมันเบนซินผสมเอทานอลที่ได้จากพืช ช่วยลดการใช้น้ำมันฟอสซิลและเพิ่มค่าออกเทน
c6b14,ในแบตเตอรี่หรือเซลล์ไฟฟ้าเคมี พลังงานชนิดใดถูกเปลี่ยนเป็นพลังงานไฟฟ้า?,พลังงานแสง,พลังงานเคมีจากปฏิกิริยารีดอกซ์,พลังงานนิวเคลียร์,พลังงานเสียง,2,เซลล์ไฟฟ้าเคมีเปลี่ยนพลังงานเคมีจากปฏิกิริยาออกซิเดชัน-รีดักชันเป็นพลังงานไฟฟ้า
c6b14,เซลล์เชื้อเพลิงไฮโดรเจน (fuel cell) ให้ผลิตภัณฑ์ใดเป็นหลักขณะผลิตไฟฟ้า?,คาร์บอนไดออกไซด์,น้ำ,ฝนกรด,เขม่าคาร์บอน,2,เซลล์เชื้อเพลิงไฮโดรเจนรวมไฮโดรเจนกับออกซิเจนได้ไฟฟ้าและน้ำเป็นผลิตภัณฑ์ จึงเป็นพลังงานสะอาด
c6b14,ข้อดีของเซลล์เชื้อเพลิงเมื่อเทียบกับการเผาเชื้อเพลิงฟอสซิลคือข้อใด?,ปล่อยมลพิษน้อยและมีประสิทธิภาพสูง,ปล่อยคาร์บอนไดออกไซด์มากกว่า,ใช้ถ่านหินเป็นเชื้อเพลิง,สร้างฝนกรดมากขึ้น,1,เซลล์เชื้อเพลิงเปลี่ยนพลังงานเคมีเป็นไฟฟ้าโดยตรง มีประสิทธิภาพสูงและปล่อยมลพิษน้อย โดยเฉพาะเซลล์ไฮโดรเจนที่ได้เพียงน้ำ
c6b14,นาโนเทคโนโลยีทางเคมีเกี่ยวข้องกับการจัดการวัสดุในระดับใด?,ระดับนาโนเมตร (หนึ่งในพันล้านเมตร),ระดับเมตร,ระดับกิโลเมตร,ระดับเซนติเมตร,1,นาโนเทคโนโลยีจัดการวัสดุในระดับนาโนเมตร ซึ่งสมบัติของวัสดุอาจเปลี่ยนไปจากขนาดปกติ
c6b14,อนุภาคนาโนของเงิน (nanosilver) นิยมนำมาใช้ในผลิตภัณฑ์เพราะสมบัติใด?,ยับยั้งเชื้อแบคทีเรีย,เพิ่มน้ำหนัก,ทำให้สินค้ามีสีแดง,เพิ่มความหวาน,1,อนุภาคนาโนของเงินมีสมบัติยับยั้งเชื้อแบคทีเรีย จึงใช้ในเสื้อผ้า ภาชนะ และอุปกรณ์การแพทย์
c6b14,การวิเคราะห์ด้วยเครื่องโครมาโทกราฟี (chromatography) ใช้หลักการใดในการแยกสาร?,ความแตกต่างในการเคลื่อนที่ของสารองค์ประกอบระหว่างเฟสอยู่กับที่และเฟสเคลื่อนที่,การวัดมวลอะตอม,การวัดสีด้วยตาเปล่า,การวัดอุณหภูมิ,1,โครมาโทกราฟีแยกสารผสมโดยอาศัยความแตกต่างของการเคลื่อนที่ของแต่ละสารระหว่างเฟสอยู่กับที่และเฟสเคลื่อนที่
c6b14,การวิเคราะห์ด้วยเครื่อง pH meter ใช้วัดสิ่งใดในตัวอย่าง?,ความเป็นกรด-เบส,มวลของสาร,สีของสาร,อุณหภูมิ,1,pH meter วัดความเป็นกรด-เบสของสารละลายในรูปค่า pH ได้แม่นยำกว่าการใช้กระดาษอินดิเคเตอร์
c6b14,คาร์บอนฟุตพรินต์ (carbon footprint) หมายถึงสิ่งใด?,ปริมาณแก๊สเรือนกระจกที่ปล่อยจากกิจกรรมหนึ่ง ๆ คิดเทียบเป็นคาร์บอนไดออกไซด์,รอยเท้าบนพื้นถ่าน,ปริมาณคาร์บอนในร่างกาย,จำนวนต้นไม้ในป่า,1,คาร์บอนฟุตพรินต์คือปริมาณแก๊สเรือนกระจกที่ปล่อยจากกิจกรรมของบุคคล องค์กร หรือผลิตภัณฑ์ คิดเทียบเป็นคาร์บอนไดออกไซด์
c6b14,แนวทางใดช่วยลดคาร์บอนฟุตพรินต์ของบุคคลได้ดีที่สุด?,ใช้พลังงานหมุนเวียน เดินทางด้วยขนส่งสาธารณะ และลดการใช้พลังงานสิ้นเปลือง,เปิดเครื่องใช้ไฟฟ้าทิ้งไว้ตลอด,ใช้รถยนต์ส่วนตัวทุกระยะทาง,เผาขยะในที่โล่ง,1,การใช้พลังงานหมุนเวียน เดินทางด้วยขนส่งสาธารณะ และประหยัดพลังงาน ช่วยลดการปล่อยแก๊สเรือนกระจกหรือคาร์บอนฟุตพรินต์
c6b14,ค่า DO (Dissolved Oxygen) สูงในแหล่งน้ำบ่งบอกถึงสิ่งใด?,น้ำมีคุณภาพดี เหมาะกับสิ่งมีชีวิต,น้ำเน่าเสีย,น้ำมีโลหะหนักมาก,น้ำเป็นกรดจัด,1,ค่า DO สูงแสดงว่าน้ำมีออกซิเจนละลายมากเพียงพอต่อสิ่งมีชีวิต บ่งบอกว่าน้ำมีคุณภาพดี
c6b14,ความสัมพันธ์ระหว่างค่า BOD กับค่า DO ในแหล่งน้ำเป็นอย่างไร?,BOD สูงมักทำให้ DO ต่ำ เพราะจุลินทรีย์ใช้ออกซิเจนย่อยสารอินทรีย์,BOD สูงทำให้ DO สูงตาม,ทั้งสองไม่เกี่ยวข้องกัน,BOD ต่ำทำให้ DO ต่ำ,1,เมื่อ BOD สูง จุลินทรีย์ใช้ออกซิเจนย่อยสลายสารอินทรีย์มาก ทำให้ออกซิเจนละลาย (DO) ในน้ำลดลง
c6b14,การใช้ปุ๋ยอินทรีย์แทนปุ๋ยเคมีบางส่วนมีข้อดีต่อดินอย่างไร?,ปรับปรุงโครงสร้างดินและเพิ่มจุลินทรีย์ที่เป็นประโยชน์,ทำให้ดินแข็งกระด้าง,ทำลายจุลินทรีย์ในดิน,ทำให้ดินเป็นกรดจัดทันที,1,ปุ๋ยอินทรีย์ช่วยปรับปรุงโครงสร้างดิน เพิ่มอินทรียวัตถุและจุลินทรีย์ที่เป็นประโยชน์ ทำให้ดินอุ้มน้ำและร่วนซุยขึ้น
c6b14,เหตุใดการเลือกใช้สารกันบูดจึงต้องคำนึงถึงปริมาณสูงสุดที่อนุญาต?,เพราะหากได้รับในปริมาณมากเกินไปอาจเป็นอันตรายต่อสุขภาพ,เพราะทำให้อาหารถูกลง,เพราะเพิ่มสีของอาหาร,เพราะไม่มีผลใด ๆ,1,แม้สารกันบูดจะปลอดภัยในปริมาณที่กำหนด แต่หากได้รับสะสมหรือมากเกินไปอาจเป็นอันตราย จึงต้องควบคุมปริมาณตามมาตรฐาน
c6b14,เทคนิคการวิเคราะห์ด้วยเครื่องมือ เช่น สเปกโทรสโกปี มีข้อดีเหนือการวิเคราะห์ด้วยการสังเกตอย่างไร?,ให้ผลแม่นยำ วัดปริมาณได้ และตรวจสารปริมาณน้อยมากได้,ใช้เวลานานกว่าเสมอ,ไม่ต้องใช้ตัวอย่าง,ให้ผลเป็นเพียงสีที่มองเห็น,1,เครื่องมือวิเคราะห์ เช่น สเปกโทรสโกปี ให้ผลเชิงปริมาณที่แม่นยำและตรวจวัดสารปริมาณน้อยมากได้ ดีกว่าการสังเกตด้วยตาเปล่า
